id,dut,categories,test,description,inputs,result,messages
22,s1-brdr1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.9) - Destination: s1-spine1 Loopback0 (IP: 192.0.255.1),PASS,
23,s1-brdr1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.9) - Destination: s1-spine2 Loopback0 (IP: 192.0.255.2),PASS,
24,s1-brdr1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.9) - Destination: s2-brdr1 Loopback0 (IP: 192.2.255.9),PASS,
25,s1-brdr1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.9) - Destination: s2-brdr2 Loopback0 (IP: 192.2.255.10),PASS,
26,s1-brdr1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.9) - Destination: s2-core1 Loopback0 (IP: 192.168.250.3),PASS,
27,s1-brdr1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.9) - Destination: s2-core2 Loopback0 (IP: 192.168.250.4),PASS,
28,s1-brdr1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.9) - Destination: s2-leaf1 Loopback0 (IP: 192.2.255.5),PASS,
29,s1-brdr1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.9) - Destination: s2-leaf2 Loopback0 (IP: 192.2.255.6),PASS,
30,s1-brdr1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.9) - Destination: s2-leaf3 Loopback0 (IP: 192.2.255.7),PASS,
31,s1-brdr1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.9) - Destination: s2-leaf4 Loopback0 (IP: 192.2.255.8),PASS,
32,s1-brdr1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.9) - Destination: s2-spine1 Loopback0 (IP: 192.2.255.1),PASS,
33,s1-brdr1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.9) - Destination: s2-spine2 Loopback0 (IP: 192.2.255.2),PASS,
34,s1-brdr1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet2 (IP: 172.30.255.25) - Destination: s1-spine1 Ethernet7 (IP: 172.30.255.24),PASS,
35,s1-brdr1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet3 (IP: 172.30.255.27) - Destination: s1-spine2 Ethernet7 (IP: 172.30.255.26),PASS,
36,s1-brdr1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet4 (IP: 172.16.30.0) - Destination: s1-core1 Ethernet2 (IP: 172.16.30.1),PASS,
37,s1-brdr1,Hardware,VerifyEnvironmentCooling,Verifies the status of power supply fans and all fan trays.,Accepted States: 'ok',SKIPPED,VerifyEnvironmentCooling test is not supported on cEOSLab.
38,s1-brdr1,Hardware,VerifyEnvironmentPower,Verifies the power supplies status.,Accepted States: 'ok',SKIPPED,VerifyEnvironmentPower test is not supported on cEOSLab.
39,s1-brdr1,Hardware,VerifyTemperature,Verifies the device temperature.,,SKIPPED,VerifyTemperature test is not supported on cEOSLab.
40,s1-brdr1,Hardware,VerifyTransceiversManufacturers,Verifies if all transceivers come from approved manufacturers.,"Accepted Manufacturers: 'Arista Networks', 'Arastra, Inc.', 'Not Present'",SKIPPED,VerifyTransceiversManufacturers test is not supported on cEOSLab.
41,s1-brdr1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet1 - MLAG_PEER_s1-brdr2_Ethernet1 = 'up',PASS,
42,s1-brdr1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet2 - P2P_LINK_TO_S1-SPINE1_Ethernet7 = 'up',PASS,
43,s1-brdr1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet3 - P2P_LINK_TO_S1-SPINE2_Ethernet7 = 'up',PASS,
44,s1-brdr1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet4 - P2P_LINK_TO_s1-core1_Ethernet2 = 'up',PASS,
45,s1-brdr1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet6 - MLAG_PEER_s1-brdr2_Ethernet6 = 'up',PASS,
46,s1-brdr1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback0 - EVPN_Overlay_Peering = 'up',PASS,
47,s1-brdr1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback1 - VTEP_VXLAN_Tunnel_Source = 'up',PASS,
48,s1-brdr1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback100 - bluevrf_VTEP_DIAGNOSTICS = 'up',PASS,
49,s1-brdr1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Port-Channel1 - MLAG_PEER_s1-brdr2_Po1 = 'up',PASS,
50,s1-brdr1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan110 - bluevrf_OP_Zone_1 = 'up',PASS,
51,s1-brdr1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan3009 - MLAG_PEER_L3_iBGP: vrf bluevrf = 'up',PASS,
52,s1-brdr1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan4093 - MLAG_PEER_L3_PEERING = 'up',PASS,
53,s1-brdr1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan4094 - MLAG_PEER = 'up',PASS,
54,s1-brdr1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vxlan1 = 'up',PASS,
55,s1-brdr1,MLAG,VerifyMlagStatus,Verifies the health status of the MLAG configuration.,,PASS,
56,s1-brdr1,Routing,VerifyRoutingProtocolModel,Verifies the configured routing protocol model.,Routing protocol model: multi-agent,PASS,
57,s1-brdr1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.5 - Peer: s1-leaf1,PASS,
58,s1-brdr1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.7 - Peer: s1-leaf3,PASS,
59,s1-brdr1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.9 - Peer: s1-brdr1,PASS,
60,s1-brdr1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.1 - Peer: s1-spine1,PASS,
61,s1-brdr1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.10 - Peer: s1-brdr2,PASS,
62,s1-brdr1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.2 - Peer: s1-spine2,PASS,
63,s1-brdr1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.5 - Peer: s1-leaf1,PASS,
64,s1-brdr1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.6 - Peer: s1-leaf2,PASS,
65,s1-brdr1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.7 - Peer: s1-leaf3,PASS,
66,s1-brdr1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.8 - Peer: s1-leaf4,PASS,
67,s1-brdr1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.9 - Peer: s1-brdr1,PASS,
68,s1-brdr1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.1 - Peer: s1-core1,PASS,
69,s1-brdr1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.2 - Peer: s1-core2,PASS,
70,s1-brdr1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.3 - Peer: s2-core1,PASS,
71,s1-brdr1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.4 - Peer: s2-core2,PASS,
72,s1-brdr1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.5 - Peer: s2-leaf1,PASS,
73,s1-brdr1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.7 - Peer: s2-leaf3,PASS,
74,s1-brdr1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.9 - Peer: s2-brdr1,PASS,
75,s1-brdr1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.1 - Peer: s2-spine1,PASS,
76,s1-brdr1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.10 - Peer: s2-brdr2,PASS,
77,s1-brdr1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.2 - Peer: s2-spine2,PASS,
78,s1-brdr1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.5 - Peer: s2-leaf1,PASS,
79,s1-brdr1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.6 - Peer: s2-leaf2,PASS,
80,s1-brdr1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.7 - Peer: s2-leaf3,PASS,
81,s1-brdr1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.8 - Peer: s2-leaf4,PASS,
82,s1-brdr1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.9 - Peer: s2-brdr1,PASS,
83,s1-brdr1,System,VerifyNTP,Verifies if NTP is synchronised.,,PASS,
84,s1-brdr2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: s1-spine1 (IP: 192.0.255.1),PASS,
85,s1-brdr2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: s1-spine2 (IP: 192.0.255.2),PASS,
86,s1-brdr2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: s2-brdr1 (IP: 192.2.255.9),PASS,
87,s1-brdr2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: s2-brdr2 (IP: 192.2.255.10),PASS,
88,s1-brdr2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: s1-brdr1 (IP: 10.255.251.12),PASS,
89,s1-brdr2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: s1-core2 (IP: 172.16.30.3),PASS,
90,s1-brdr2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: s1-spine1 (IP: 172.30.255.28),PASS,
91,s1-brdr2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: s1-spine2 (IP: 172.30.255.30),PASS,
92,s1-brdr2,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet1 - Remote: s1-brdr1 Ethernet1,PASS,
93,s1-brdr2,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet2 - Remote: s1-spine1 Ethernet8,PASS,
94,s1-brdr2,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet3 - Remote: s1-spine2 Ethernet8,PASS,
95,s1-brdr2,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet5 - Remote: s1-core2 Ethernet3,PASS,
96,s1-brdr2,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet6 - Remote: s1-brdr1 Ethernet6,PASS,
97,s1-brdr2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.10) - Destination: s1-brdr1 Loopback0 (IP: 192.0.255.9),PASS,
98,s1-brdr2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.10) - Destination: s1-brdr2 Loopback0 (IP: 192.0.255.10),PASS,
99,s1-brdr2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.10) - Destination: s1-core1 Loopback0 (IP: 192.168.250.1),PASS,
100,s1-brdr2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.10) - Destination: s1-core2 Loopback0 (IP: 192.168.250.2),PASS,
101,s1-brdr2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.10) - Destination: s1-leaf1 Loopback0 (IP: 192.0.255.5),PASS,
102,s1-brdr2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.10) - Destination: s1-leaf2 Loopback0 (IP: 192.0.255.6),PASS,
103,s1-brdr2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.10) - Destination: s1-leaf3 Loopback0 (IP: 192.0.255.7),PASS,
104,s1-brdr2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.10) - Destination: s1-leaf4 Loopback0 (IP: 192.0.255.8),PASS,
105,s1-brdr2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.10) - Destination: s1-spine1 Loopback0 (IP: 192.0.255.1),PASS,
106,s1-brdr2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.10) - Destination: s1-spine2 Loopback0 (IP: 192.0.255.2),PASS,
107,s1-brdr2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.10) - Destination: s2-brdr1 Loopback0 (IP: 192.2.255.9),PASS,
108,s1-brdr2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.10) - Destination: s2-brdr2 Loopback0 (IP: 192.2.255.10),PASS,
109,s1-brdr2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.10) - Destination: s2-core1 Loopback0 (IP: 192.168.250.3),PASS,
110,s1-brdr2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.10) - Destination: s2-core2 Loopback0 (IP: 192.168.250.4),PASS,
111,s1-brdr2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.10) - Destination: s2-leaf1 Loopback0 (IP: 192.2.255.5),PASS,
112,s1-brdr2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.10) - Destination: s2-leaf2 Loopback0 (IP: 192.2.255.6),PASS,
113,s1-brdr2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.10) - Destination: s2-leaf3 Loopback0 (IP: 192.2.255.7),PASS,
114,s1-brdr2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.10) - Destination: s2-leaf4 Loopback0 (IP: 192.2.255.8),PASS,
115,s1-brdr2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.10) - Destination: s2-spine1 Loopback0 (IP: 192.2.255.1),PASS,
116,s1-brdr2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.10) - Destination: s2-spine2 Loopback0 (IP: 192.2.255.2),PASS,
117,s1-brdr2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet2 (IP: 172.30.255.29) - Destination: s1-spine1 Ethernet8 (IP: 172.30.255.28),PASS,
118,s1-brdr2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet3 (IP: 172.30.255.31) - Destination: s1-spine2 Ethernet8 (IP: 172.30.255.30),PASS,
119,s1-brdr2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet5 (IP: 172.16.30.2) - Destination: s1-core2 Ethernet3 (IP: 172.16.30.3),PASS,
120,s1-brdr2,Hardware,VerifyEnvironmentCooling,Verifies the status of power supply fans and all fan trays.,Accepted States: 'ok',SKIPPED,VerifyEnvironmentCooling test is not supported on cEOSLab.
121,s1-brdr2,Hardware,VerifyEnvironmentPower,Verifies the power supplies status.,Accepted States: 'ok',SKIPPED,VerifyEnvironmentPower test is not supported on cEOSLab.
122,s1-brdr2,Hardware,VerifyTemperature,Verifies the device temperature.,,SKIPPED,VerifyTemperature test is not supported on cEOSLab.
123,s1-brdr2,Hardware,VerifyTransceiversManufacturers,Verifies if all transceivers come from approved manufacturers.,"Accepted Manufacturers: 'Arista Networks', 'Arastra, Inc.', 'Not Present'",SKIPPED,VerifyTransceiversManufacturers test is not supported on cEOSLab.
124,s1-brdr2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet1 - MLAG_PEER_s1-brdr1_Ethernet1 = 'up',PASS,
125,s1-brdr2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet2 - P2P_LINK_TO_S1-SPINE1_Ethernet8 = 'up',PASS,
126,s1-brdr2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet3 - P2P_LINK_TO_S1-SPINE2_Ethernet8 = 'up',PASS,
127,s1-brdr2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet5 - P2P_LINK_TO_s1-core2_Ethernet3 = 'up',PASS,
128,s1-brdr2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet6 - MLAG_PEER_s1-brdr1_Ethernet6 = 'up',PASS,
129,s1-brdr2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback0 - EVPN_Overlay_Peering = 'up',PASS,
130,s1-brdr2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback1 - VTEP_VXLAN_Tunnel_Source = 'up',PASS,
131,s1-brdr2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback100 - bluevrf_VTEP_DIAGNOSTICS = 'up',PASS,
132,s1-brdr2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Port-Channel1 - MLAG_PEER_s1-brdr1_Po1 = 'up',PASS,
133,s1-brdr2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan110 - bluevrf_OP_Zone_1 = 'up',PASS,
134,s1-brdr2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan3009 - MLAG_PEER_L3_iBGP: vrf bluevrf = 'up',PASS,
135,s1-brdr2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan4093 - MLAG_PEER_L3_PEERING = 'up',PASS,
136,s1-brdr2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan4094 - MLAG_PEER = 'up',PASS,
137,s1-brdr2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vxlan1 = 'up',PASS,
138,s1-brdr2,MLAG,VerifyMlagStatus,Verifies the health status of the MLAG configuration.,,PASS,
139,s1-brdr2,Routing,VerifyRoutingProtocolModel,Verifies the configured routing protocol model.,Routing protocol model: multi-agent,PASS,
140,s1-brdr2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.5 - Peer: s1-leaf1,PASS,
141,s1-brdr2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.7 - Peer: s1-leaf3,PASS,
142,s1-brdr2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.9 - Peer: s1-brdr1,PASS,
143,s1-brdr2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.1 - Peer: s1-spine1,PASS,
144,s1-brdr2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.10 - Peer: s1-brdr2,PASS,
145,s1-brdr2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.2 - Peer: s1-spine2,PASS,
146,s1-brdr2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.5 - Peer: s1-leaf1,PASS,
147,s1-brdr2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.6 - Peer: s1-leaf2,PASS,
148,s1-brdr2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.7 - Peer: s1-leaf3,PASS,
149,s1-brdr2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.8 - Peer: s1-leaf4,PASS,
150,s1-brdr2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.9 - Peer: s1-brdr1,PASS,
151,s1-brdr2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.1 - Peer: s1-core1,PASS,
152,s1-brdr2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.2 - Peer: s1-core2,PASS,
153,s1-brdr2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.3 - Peer: s2-core1,PASS,
154,s1-brdr2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.4 - Peer: s2-core2,PASS,
155,s1-brdr2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.5 - Peer: s2-leaf1,PASS,
156,s1-brdr2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.7 - Peer: s2-leaf3,PASS,
